MasterID,ID,Mag,Magerr,RA,Dec,FWHM,Var,FrameID,MJD,airmass,exposure,X,Y,Flux,Area,Flags,Theta,Elong,MuMax,Blend
1001012047556,5120600101211026047,18.481206,0.134101161517851,32.10453,-0.57877,2.98,0,5120600101211,53710.1863741898,1.2,30,2376.94,3238.95,1602.199951,14,0,18.6,1.169,1.96,0
1001012047556,5120600101221026259,18.490575,0.134552697996808,32.10452,-0.57883,2.81,0,5120600101221,53710.1938781482,1.2,30,2378.22,3219.18,1590.099976,15,0,-31.2,1.179,2.03,0
1001012047556,5120600101231026673,18.293385,0.124359377840256,32.10473,-0.57903,3.57,0,5120600101231,53710.201380949,1.2,30,2393.37,3242.21,1907,20,2,49.2,1.395,2.07,0
1001012047556,5120600101241026552,18.174672,0.118916239228358,32.10464,-0.57889,2.29,0,5120600101241,53710.2088603703,1.21,30,2370.01,3238.27,2123.199951,18,0,-45.5,1.086,2.51,0
1001012047556,5122500101211025796,18.264818,0.12337924429323,32.10475,-0.57891,5.33,0,5122500101211,53729.1591603821,1.21,30,2400.69,3241.55,1943.099976,15,0,69.8,1.622,1.97,0
1001012047556,5122500101221025853,18.617127,0.14216590393507,32.10455,-0.57883,2.65,0,5122500101221,53729.1671338077,1.22,30,2403.29,3222.77,1407.300049,11,0,64.4,1.227,2.02,0
1001012047556,5122500101231025322,18.504984,0.135639658706582,32.10465,-0.57904,2.29,0,5122500101231,53729.1751269214,1.23,30,2415.44,3247.05,1561.599976,13,0,22.6,1.368,2.24,0
1001012047556,5122500101241025970,18.649615,0.144288930445732,32.10471,-0.57892,2.01,0,5122500101241,53729.183090162,1.25,30,2396.62,3244.03,1362.599976,11,0,16.4,1.036,2.16,0
1001012047556,5110100101211026183,17.929669,0.109400564709176,32.10475,-0.57892,2.08,0,5110100101211,53675.2647510879,1.21,30,2389.23,3276.47,2618.199951,21,0,-18.3,1.165,2.75,0
1001012047556,5110100101221026205,17.878329,0.107481973466998,32.10462,-0.57894,2.15,0,5110100101221,53675.2711828933,1.2,30,2392.49,3258.59,2742.100098,19,0,14.9,1.063,2.63,0
1001012047556,5110100101231026372,17.942398,0.109858936203242,32.10464,-0.57888,2.11,0,5110100101231,53675.2776042707,1.2,30,2402.6,3283.46,2590,18,0,-33.2,1.199,2.71,0
1001012047556,5110100101241025840,18.066527,0.114889433345072,32.10464,-0.57898,2.3,0,5110100101241,53675.284033183,1.2,30,2377.03,3280.8,2311.5,17,0,-4.5,1.174,2.7,0
1001012047556,5112200101211024745,18.674809,0.14898265047047,32.10463,-0.57896,2.52,0,5112200101211,53696.2595810997,1.22,30,2370.44,3224.08,1271.900024,11,0,-34.5,1.062,1.81,0
1001012047556,5112200101221024785,18.616783,0.144686340886036,32.10458,-0.57899,2.3,0,5112200101221,53696.2659837268,1.23,30,2372.14,3206.29,1354.5,10,0,-10.4,1.077,2.09,0
1001012047556,5112200101231023061,18.616714,0.1502757266294,32.10461,-0.57914,3.75,0,5112200101231,53696.2723922683,1.25,30,2387.85,3229.42,1248.699951,9,0,-88.9,1.648,1.68,0
1001012047556,5112200101241021281,18.75659,0.169592399481028,32.10479,-0.5789,2.54,0,5112200101241,53696.2788303238,1.26,30,2363.25,3226.74,972.400024,8,0,-25,1.145,1.42,0
1001012047556,5112900101211024853,17.89007,0.109252834316076,32.10472,-0.5789,2.6,0,5112900101211,53703.1200727085,1.42,30,2350.72,3263.52,2627.399902,23,0,-68.5,1.054,2.42,0
1001012047556,5112900101221023316,17.978035,0.112549110817874,32.1046,-0.57901,4.43,0,5112900101221,53703.126517361,1.39,30,2351.01,3244.53,2434.399902,24,0,-78.5,1.276,2.14,0
1001012047556,5112900101231023875,18.013196,0.113849114542203,32.10461,-0.57888,3.03,0,5112900101231,53703.1329962732,1.35,30,2360.12,3269.45,2364.800049,19,0,-28,1.013,2.28,0
1001012047556,5112900101241024885,18.005783,0.113580542276923,32.10465,-0.5788,2.6,0,5112900101241,53703.1394538772,1.33,30,2341.74,3266.36,2378.899902,17,0,31.3,1.135,2.5,0
1001012047556,5100500101211027869,18.37961,0.137634416981867,32.10458,-0.57903,2.28,0,5100500101211,53648.3470913312,1.2,30,2369.05,3255.64,1511.5,12,0,-49.3,1.304,2.27,0
1001012047556,5100500101221027720,18.187702,0.127419679278824,32.1048,-0.57904,2.87,0,5100500101221,53648.356353831,1.2,30,2369.96,3235.93,1801.300049,19,0,38.3,1.51,2.49,0
1001012047556,5100500101231027592,18.070573,0.121887963305471,32.10458,-0.5789,2.41,0,5100500101231,53648.3655880904,1.2,30,2379.81,3259.67,2000.300049,17,0,13.3,1.271,2.58,0
1001012047556,5100500101241027809,17.675271,0.105775713271357,32.10463,-0.57902,2.03,0,5100500101241,53648.3748285878,1.21,30,2358.23,3256.29,2860.899902,23,0,-27.7,1.052,3.13,0
1001012047556,5101100101211024860,18.363573,0.133721330677333,32.10463,-0.57895,2.02,0,5101100101211,53654.3373601618,1.2,30,2352.73,3295.43,1612.5,12,0,3.3,1.315,2.33,0
1001012047556,5101100101221025218,18.404862,0.136111387123514,32.10474,-0.57895,2.78,0,5101100101221,53654.3426841549,1.2,30,2354.13,3278.84,1549.5,14,0,1.3,1.105,2.2,0
