MasterID,ID,Mag,Magerr,RA,Dec,FWHM,Var,FrameID,MJD,airmass,exposure,X,Y,Flux,Area,Flags,Theta,Elong,MuMax,Blend
1001008034184,5120600100811019398,15.295295,0.0601368209093334,20.90741,-0.89439,2.22,0,5120600100811,53710.1328013889,1.22,30,2301.28,2801.62,29456.300781,60,0,-45.9,1.076,5.23,0
1001008034184,5120600100821019347,15.302976,0.0601653280960921,20.90743,-0.8944,2.15,0,5120600100821,53710.139275081,1.21,30,2303.61,2784.03,29348.800781,61,0,71.6,1.072,5.29,0
1001008034184,5120600100831019690,15.333154,0.0603868642733448,20.90742,-0.89437,2.25,0,5120600100831,53710.1457529515,1.2,30,2313.8,2807.6,28535.599609,57,0,-54.5,1.018,5.23,0
1001008034184,5120600100841019959,15.320498,0.0602942366985817,20.90741,-0.89439,2.22,0,5120600100841,53710.1522419327,1.2,30,2290.77,2805.5,28870.900391,58,0,-82,1.058,5.17,0
1001008034184,5122500100811019622,15.764087,0.0640560234544463,20.90742,-0.89441,2.11,0,5122500100811,53729.1334617706,1.22,30,2327.46,2777.44,19136,50,0,64.7,1.029,4.62,0
1001008034184,5122500100821019438,15.782865,0.0642701536141228,20.90742,-0.89438,2.02,0,5122500100821,53729.1396421641,1.23,30,2330.85,2759.62,18753.199219,43,0,75.1,1.055,4.94,0
1001008034184,5122500100831019751,15.774662,0.0641653030655776,20.9074,-0.89439,1.98,0,5122500100831,53729.1458224538,1.24,30,2343.57,2784.08,18939,42,0,61.3,1.05,4.98,0
1001008034184,5122500100841018768,15.717134,0.0636212841860707,20.90742,-0.8944,2.13,0,5122500100841,53729.1520143054,1.25,30,2321.66,2782.05,19955.300781,49,0,61.6,1.047,4.88,0
1001008034184,5110100100811020299,15.32817,0.0604576482125964,20.90743,-0.89442,1.98,0,5110100100811,53675.2433200465,1.2,30,2319.86,2815.79,28283.800781,53,0,32.5,1.072,5.4,0
1001008034184,5110100100821019648,15.310572,0.0603446737235469,20.90739,-0.89439,2.05,0,5110100100821,53675.2492015855,1.2,30,2319.75,2798.07,28687.5,58,0,32.1,1.054,5.3,0
1001008034184,5110100100831019971,15.345516,0.0605976911726548,20.90741,-0.89439,2.05,0,5110100100831,53675.2550472571,1.2,30,2330.75,2822.45,27796.599609,55,0,19.6,1.077,5.35,0
1001008034184,5110100100841019783,15.352255,0.0606307401344045,20.90742,-0.89437,2.01,0,5110100100841,53675.260932616,1.2,30,2303.96,2820.19,27683.699219,57,0,11.6,1.061,5.44,0
1001008034184,5112900100811018561,15.147077,0.0594207619279848,20.90741,-0.89438,2.36,0,5112900100811,53703.0923818634,1.4,30,2275.4,2807.96,32393.099609,66,0,-79.8,1.039,5.17,0
1001008034184,5112900100821018185,15.172844,0.0595875165778623,20.90742,-0.8944,2.43,0,5112900100821,53703.0989486226,1.37,30,2275.79,2789.48,31666,67,0,85.8,1.057,5.13,0
1001008034184,5112900100831019382,15.196843,0.0597311598418879,20.90742,-0.89438,2.32,0,5112900100831,53703.1054509142,1.34,30,2288.59,2813.81,31061.599609,62,0,-62.6,1.039,5.34,0
1001008034184,5112900100841018813,15.196385,0.0597196509797222,20.90743,-0.89441,2.42,0,5112900100841,53703.1118955673,1.31,30,2266.28,2810.21,31109.300781,64,0,-74.7,1.031,5.14,0
1001008034184,5100300100811019391,15.598344,0.0637429460652564,20.90742,-0.89443,2.17,0,5100300100811,53646.3530350924,1.21,30,2282.22,2801.09,19720.099609,51,0,21.7,1.062,4.99,0
1001008034184,5100300100821019510,15.584188,0.0636439105424472,20.90741,-0.89441,1.97,0,5100300100821,53646.3596153935,1.22,30,2282.91,2783.34,19911.199219,47,0,36.4,1.034,4.99,0
1001008034184,5100300100831019811,15.567922,0.0635069048940947,20.90742,-0.89438,1.83,0,5100300100831,53646.366209236,1.23,30,2295.99,2808.15,20180.800781,49,0,25.3,1.092,5.27,0
1001008034184,5100300100841019869,15.614031,0.0639717549676908,20.90742,-0.89438,1.99,0,5100300100841,53646.3727763542,1.24,30,2271.41,2806.31,19290.300781,45,0,55.9,1.038,4.92,0
1001008034184,5100800100811014080,14.925777,0.0651048269411403,20.90743,-0.89438,2.22,0,5100800100811,53651.3096688655,1.2,30,2291.75,2779.45,17378.099609,45,0,-82.9,1.017,4.6,0
